"HA.plot","plot","habitat","ranch","bdffp_reserve_no","tag_number","row","column","year","ht","shts","infl","code.notes"
"FF-7","5754","10-ha","PortoAlegre",3209,469,"A","1",2001,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,469,"A","1",2002,14,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,469,"A","1",2003,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",2000,8,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",2001,12,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",2002,12,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",2003,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",2004,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",2005,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,652,"A","1",2006,13,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",2004,5,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,856,"A","1",2006,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",2004,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",2005,20,2,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,1336,"A","1",2006,21,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",2004,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,NA,"A","1",2006,NA,NA,NA,"trefall "
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",1999,52,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",2000,64,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",2002,73,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",2003,68,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",2004,57,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",2005,64,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,300,"A","2",2006,60,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",1998,33,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",1999,24,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",2000,27,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",2001,10,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",2002,24,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",2003,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",2004,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",2005,10,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,328,"A","2",2006,5,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",1999,13,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",2000,16,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",2001,17,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",2002,16,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",2004,11,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",2005,4,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,413,"A","2",2006,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",1999,9,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",2000,11,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",2001,11,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",2002,10,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",2004,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,414,"A","2",2006,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,421,"A","2",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,421,"A","2",1999,4,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,421,"A","2",2000,6,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,421,"A","2",2001,9,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,421,"A","2",2002,11,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,421,"A","2",2003,9,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,421,"A","2",2004,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,421,"A","2",2005,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",1999,25,3,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",2000,39,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",2001,34,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",2002,44,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",2003,36,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",2004,30,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",2005,29,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,425,"A","2",2006,31,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",1998,50,4,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",1999,54,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",2000,61,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",2001,60,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",2002,53,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",2004,38,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",2005,45,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,450,"A","2",2006,40,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",1998,23,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",1999,31,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",2000,18,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",2001,24,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",2002,22,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",2003,18,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",2004,20,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",2005,20,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,473,"A","2",2006,20,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",1999,49,4,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",2000,43,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",2001,46,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",2002,34,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",2003,33,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",2004,35,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",2005,33,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,493,"A","2",2006,44,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",1999,12,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",2000,12,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",2001,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",2004,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,500,"A","2",2006,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",2003,12,1,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",2004,9,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",2005,9,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,897,"A","2",2006,12,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",1998,46,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",1999,52,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",2000,64,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",2001,36,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",2002,69,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",2003,64,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",2004,51,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",2005,35,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1391,"A","2",2006,32,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",1998,31,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",1999,24,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",2000,27,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",2001,27,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",2002,27,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",2003,28,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",2004,27,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",2005,26,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,278,"A","3",2006,15,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",1998,30,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",1999,24,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",2000,23,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",2001,27,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",2002,32,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",2003,34,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",2004,25,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",2005,37,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,392,"A","3",2006,32,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,422,"A","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,422,"A","3",1999,13,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,422,"A","3",2000,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",1999,2,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",2000,11,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",2001,9,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",2002,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",2003,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",2004,9,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",2005,9,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,452,"A","3",2006,7,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",1999,10,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",2000,22,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",2001,27,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",2002,32,2,0,"under branchfall (90)"
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",2003,37,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",2004,34,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",2005,33,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,477,"A","3",2006,27,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",1999,12,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",2000,16,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",2001,13,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",2002,15,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",2003,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",2004,11,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",2005,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,495,"A","3",2006,17,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,499,"A","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,499,"A","3",1999,5,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,499,"A","3",2000,12,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,499,"A","3",2001,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,499,"A","3",2002,18,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,499,"A","3",2003,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",2000,17,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",2001,19,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",2002,18,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",2003,20,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",2004,18,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",2005,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,601,"A","3",2006,13,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",1998,63,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",1999,39,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",2000,58,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",2001,47,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",2002,73,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",2003,70,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",2004,62,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",2005,68,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,374,"A","4",2006,57,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",1998,26,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",1999,34,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",2000,38,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",2001,51,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",2002,56,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",2003,47,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",2004,54,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",2005,43,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,376,"A","4",2006,42,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,430,"A","4",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,430,"A","4",1999,11,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,430,"A","4",2000,9,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,430,"A","4",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,430,"A","4",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,430,"A","4",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,430,"A","4",2004,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,436,"A","4",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,436,"A","4",1999,6,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,436,"A","4",2000,21,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,436,"A","4",2001,29,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,436,"A","4",2002,32,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,436,"A","4",2003,25,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,436,"A","4",2004,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",1999,8,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",2000,24,1,0,"under treefall (80)"
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",2001,32,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",2002,50,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",2003,50,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",2004,77,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",2005,60,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,439,"A","4",2006,58,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",1999,6,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",2000,18,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",2001,19,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",2002,26,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",2003,21,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",2004,25,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",2005,15,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,475,"A","4",2006,12,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,480,"A","4",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,480,"A","4",1999,12,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,480,"A","4",2000,23,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,480,"A","4",2001,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,480,"A","4",2002,11,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,480,"A","4",2003,12,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,480,"A","4",2004,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",1999,15,2,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",2000,17,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",2001,19,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",2002,16,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",2003,10,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",2004,10,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",2005,17,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,484,"A","4",2006,15,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,485,"A","4",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,485,"A","4",1999,4,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,485,"A","4",2000,11,1,0,"under treefall (80)"
"FF-7","5754","10-ha","PortoAlegre",3209,485,"A","4",2001,16,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,485,"A","4",2002,20,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,485,"A","4",2003,23,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,485,"A","4",2004,20,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,485,"A","4",2005,20,1,0,NA
